Ticker,Date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
 BSET,2020-04-08 18:39:39.727362,-,-,-0.20,4.60%,10.89M,-18.17%,48.57M,6.46,0.69,5.56%,9.48M,-46.00%,-1.90M,-,0.02,70.00%,1.32%,-72.55%,452.10M,0.11,-121.00%,-0.05%,1.67,-69.95%,17.36,0.26,37.72%,-0.40%,12.50,-75.26%,2.75,1.62,16.00%,-0.70%,4.25 - 18.91,-73.26%,0.50,24.28,-17.20%,-0.40%,-74.35%,1.42,11.21%,0.70,5.80%,60.40%,14.12%,0.78,2555,1.40,-7.20%,0.10%,34.22,16.43% 14.94%,Yes,0.00,107.50%,-0.30%,1.03,4.46,Yes,0.00,Apr 02,-,74.89K,4.85,-,-17.78%,-44.45%,-62.97%,"57,888",8.74%
 BSGM,2020-04-08 18:39:49.009118,-,-,-1.62,9.40%,22.41M,9.55%,102.84M,-,-0.50,1.66%,19.66M,31.90%,-34.10M,-,-0.24,13.80%,11.19%,-24.63%,-,-,-12.00%,-0.10%,5.07,-40.54%,0.50,9.18,-,-260.10%,11.00,-23.50%,0.54,8.50,-,-314.70%,2.36 - 9.97,-22.47%,-,-,6.20%,-,-54.36%,0.60,-,6.00,-,-,92.80%,0.76,33,6.30,-,-,53.36,24.71% 20.20%,Yes,0.00,-88.70%,-,1.21,4.59,Yes,0.00,Apr 13 AMC,-,434.20K,4.55,2.00,18.63%,11.68%,-28.58%,"392,525",-0.87%
 BSJK,2020-04-08 18:39:57.590404,-,-,-,-,-,-0.09%,-,-,-,-,-,-1.71%,-,-,-,-,-,-3.77%,-,-,-,-,-,-3.91%,-,-,-,-,-,-4.69%,-,-,-,-,21.00 - 24.22,-3.97%,0.89,-,-,-,-4.58%,-,3.87%,-,-,-,10.05%,0.48,-,-,-,-,51.64,0.93% 2.77%,No,-,-,-,0.24,22.98,Yes,-,-,-,419.27K,23.11,-,1.22%,-1.26%,-2.97%,"75,591",0.57%
 BSJL,2020-04-08 18:40:05.576993,-,-,-,-,-,-1.22%,-,-,-,-,-,-5.00%,-,-,-,-,-,-11.53%,-,-,-,-,-,-10.92%,-,-,-,-,-,-11.85%,-,-,-,-,19.81 - 24.89,-11.37%,1.08,-,-,-,-11.09%,-,4.94%,-,-,-,11.71%,0.66,-,-,-,-,48.58,2.03% 3.43%,No,-,-,-,0.40,21.87,Yes,-,-,-,534.97K,22.13,-,2.22%,-5.14%,-8.98%,"158,377",1.19%
 BSJM,2020-04-08 18:40:13.783263,-,-,-,-,-,-1.02%,-,-,-,-,-,-6.54%,-,-,-,-,-,-12.35%,-,-,-,-,-,-11.77%,-,-,-,-,-,-12.70%,-,-,-,-,18.19 - 24.72,-12.31%,1.08,-,-,-,-12.13%,-,5.04%,-,-,-,19.41%,0.78,-,-,-,-,48.19,1.76% 4.48%,No,-,-,-,0.36,21.44,Yes,-,-,-,427.90K,21.72,-,2.11%,-5.81%,-9.72%,"116,061",1.31%
 BSJN,2020-04-08 18:40:21.533692,-,-,-,-,-,-1.13%,-,-,-,-,-,-9.46%,-,-,-,-,-,-15.23%,-,-,-,-,-,-14.32%,-,-,-,-,-,-14.84%,-,-,-,-,19.98 - 26.39,-15.07%,1.19,-,-,-,-14.69%,-,5.36%,-,-,-,12.68%,0.69,-,-,-,-,45.93,1.68% 3.19%,No,-,-,-,0.57,22.20,Yes,-,-,-,178.49K,22.51,-,1.39%,-7.90%,-12.13%,"76,155",1.41%
 BSJO,2020-04-08 18:40:29.500270,-,-,-,-,-,-0.72%,-,-,-,-,-,-7.12%,-,-,-,-,-,-13.36%,-,-,-,-,-,-12.15%,-,-,-,-,-,-11.94%,-,-,-,-,19.60 - 25.65,-13.51%,1.11,-,-,-,-13.06%,-,5.03%,-,-,-,13.78%,0.72,-,-,-,-,48.08,2.51% 3.56%,No,-,-,-,0.94,22.05,Yes,-,-,-,77.15K,22.30,-,2.21%,-6.45%,-10.40%,"54,376",1.13%
 BSJP,2020-04-08 18:40:37.811199,-,-,-,-,-,-1.88%,-,-,-,-,-,-8.53%,-,-,-,-,-,-15.90%,-,-,-,-,-,-14.33%,-,-,-,-,-,-13.80%,-,-,-,-,18.35 - 24.93,-15.73%,1.16,-,-,-,-15.09%,-,5.55%,-,-,-,15.35%,0.78,-,-,-,-,46.84,2.08% 3.89%,No,-,-,-,0.23,20.90,Yes,-,-,-,70.04K,21.17,-,2.03%,-7.88%,-12.28%,"12,130",1.30%
 BSJQ,2020-04-08 18:40:45.304617,-,-,-,-,-,-0.36%,-,-,-,-,-,-7.87%,-,-,-,-,-,-16.05%,-,-,-,-,-,-14.22%,-,-,-,-,-,-13.07%,-,-,-,-,19.41 - 26.31,-15.92%,1.18,-,-,-,-15.04%,-,5.36%,-,-,-,15.15%,0.68,-,-,-,-,48.02,1.88% 2.78%,No,-,-,-,1.01,22.00,Yes,-,-,-,42.38K,22.35,-,2.85%,-7.55%,-11.96%,"32,480",1.59%
 BSJR,2020-04-08 18:40:53.275383,-,-,-,-,-,-0.92%,-,-,-,-,-,-13.67%,-,-,-,-,-,-15.03%,-,-,-,-,-,-13.45%,-,-,-,-,-,-,-,-,-,-,19.65 - 25.68,-14.85%,-,-,-,-,-14.21%,-,-,-,-,-,12.10%,0.66,-,-,-,-,47.03,1.74% 1.77%,No,-,-,-,0.20,21.66,Yes,-,-,-,21.00K,22.03,-,1.25%,-7.90%,-10.99%,"3,136",1.70%
 BSML,2020-04-08 18:41:01.400134,-,-,-,-,-,0.22%,-,-,-,-,-,-0.75%,-,-,-,-,-,-0.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.41 - 25.33,-0.64%,-,-,-,-,-1.50%,-,-,-,-,-,2.21%,0.19,-,-,-,-,49.36,0.76% 0.47%,No,-,-,-,0.00,24.95,Yes,-,-,-,10.85K,24.95,-,-0.02%,-0.46%,-0.47%,1,0.00%
 BSMM,2020-04-08 18:41:08.958101,-,-,-,-,-,0.82%,-,-,-,-,-,-1.34%,-,-,-,-,-,-0.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.78 - 25.43,-0.06%,-,-,-,-,-1.77%,-,-,-,-,-,5.03%,0.20,-,-,-,-,53.21,0.46% 0.55%,No,-,-,-,0.20,25.06,No,-,-,-,4.00K,24.98,-,1.00%,-0.23%,-0.30%,606,-0.32%
 BSMN,2020-04-08 18:41:16.332108,-,-,-,-,-,-0.12%,-,-,-,-,-,-2.72%,-,-,-,-,-,-1.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.45 - 25.55,-1.09%,-,-,-,-,-2.72%,-,-,-,-,-,5.99%,0.27,-,-,-,-,52.10,1.19% 0.84%,No,-,-,-,1.05,24.85,Yes,-,-,-,2.92K,24.85,-,1.06%,-0.68%,-0.84%,0,0.00%
 BSMO,2020-04-08 18:41:23.897497,-,-,-,-,-,0.32%,-,-,-,-,-,-2.70%,-,-,-,-,-,-0.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.00 - 25.61,-0.92%,-,-,-,-,-2.81%,-,-,-,-,-,8.22%,0.27,-,-,-,-,53.73,0.58% 0.85%,No,-,-,-,0.07,24.89,Yes,-,-,-,3.40K,24.89,-,1.67%,-0.61%,-0.70%,0,0.00%
 BSMP,2020-04-08 18:41:32.035109,-,-,-,-,-,0.10%,-,-,-,-,-,-3.18%,-,-,-,-,-,-0.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.87 - 25.91,-1.04%,-,-,-,-,-4.15%,-,-,-,-,-,8.59%,0.35,-,-,-,-,51.21,1.40% 1.10%,No,-,-,-,0.18,24.83,No,-,-,-,3.50K,24.83,-,1.19%,-1.12%,-1.02%,0,0.00%
 BSMQ,2020-04-08 18:41:40.201392,-,-,-,-,-,-1.99%,-,-,-,-,-,-6.42%,-,-,-,-,-,-3.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.55 - 26.08,-3.40%,-,-,-,-,-7.44%,-,-,-,-,-,7.07%,0.35,-,-,-,-,42.87,0.41% 0.65%,No,-,-,-,0.00,24.14,No,-,-,-,3.76K,24.14,-,-2.53%,-4.04%,-3.78%,0,0.00%
 BSMR,2020-04-08 18:41:48.874198,-,-,-,-,-,6.42%,-,-,-,-,-,-6.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.36 - 25.89,-4.63%,-,-,-,-,-8.09%,-,-,-,-,-,6.42%,0.40,-,-,-,-,41.88,0.99% 0.53%,No,-,-,-,0.20,23.80,No,-,-,-,2.47K,23.80,-,-3.70%,-4.78%,-4.73%,0,0.00%
 BSMS,2020-04-08 18:41:57.456463,-,-,-,-,-,5.96%,-,-,-,-,-,-5.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.11 - 26.02,-3.96%,-,-,-,-,-7.78%,-,-,-,-,-,8.55%,0.46,-,-,-,-,45.34,1.40% 0.75%,No,-,-,-,1.91,24.00,No,-,-,-,4.43K,24.00,-,-2.24%,-3.70%,-3.65%,0,0.00%
 BSMT,2020-04-08 18:42:04.654988,-,-,-,-,-,3.45%,-,-,-,-,-,-6.22%,-,-,-,-,-,-2.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.78 - 26.04,-2.29%,-,-,-,-,-6.53%,-,-,-,-,-,11.75%,0.51,-,-,-,-,49.32,0.37% 0.74%,No,-,-,-,0.29,24.32,No,-,-,-,4.56K,24.34,-,-0.39%,-2.44%,-2.32%,"1,000",0.08%
 BSQR,2020-04-08 18:42:15.001040,-,-,-0.72,0.40%,13.23M,-0.01%,12.57M,-,-,-,11.27M,-20.83%,-9.20M,-,-,30.60%,0.01%,-35.81%,59.30M,0.21,34.10%,4.33%,0.06,-19.49%,0.77,1.23,-,-36.50%,1.47,-51.94%,0.75,1.27,-,-76.40%,0.83 - 2.16,-31.65%,-,-,-41.00%,-96.20%,-56.02%,1.77,-,1.80,-9.20%,17.00%,14.46%,0.10,75,1.80,-8.30%,-15.70%,36.98,6.92% 11.78%,Yes,0.00,75.20%,-15.50%,0.08,0.95,Yes,0.00,Feb 24 AMC,-,14.91K,0.95,-,-3.56%,-21.21%,-23.85%,880,0.00%
 BSRR,2020-04-08 18:42:23.709390,-,6.91,2.33,7.20%,15.99M,-8.48%,257.28M,8.84,1.82,-1.73%,13.94M,-18.37%,36.00M,0.86,0.48,56.80%,0.98%,-43.40%,110.90M,2.32,21.10%,0.03%,2.99,-39.12%,19.99,0.80,-0.93%,1.40%,22.75,-35.09%,5.01,3.21,8.00%,12.10%,13.05 - 30.15,-44.75%,0.80,7.44,16.70%,24.10%,-44.44%,1.20,4.97%,-,15.00%,-,28.35%,1.76,446,-,3.00%,85.50%,43.99,6.40% 12.28%,Yes,0.11,17.20%,32.40%,0.47,16.09,Yes,0.11,Apr 20 BMO,31.60%,45.60K,16.75,2.70,1.29%,-24.33%,-34.56%,"16,109",4.10%
 BSTC,2020-04-08 18:42:32.304585,-,16.41,3.33,26.08%,7.80M,-3.48%,425.88M,-,-,0.00%,5.42M,-3.36%,24.50M,0.75,0.76,64.50%,5.53%,1.13%,38.20M,11.15,21.70%,0.04%,5.94,4.70%,16.96,3.22,-,21.10%,90.00,-19.16%,11.44,4.77,22.00%,21.60%,42.00 - 70.00,-4.11%,-,19.10,38.40%,18.10%,-20.29%,1.00,-,76.80,22.10%,-,32.85%,4.06,7,76.80,19.20%,74.20%,52.12,6.67% 8.01%,No,0.00,18.80%,64.10%,0.61,54.60,Yes,0.00,Mar 31 AMC,0.00%,50.45K,55.79,-,8.55%,-2.06%,-0.52%,"23,288",2.19%
 BTAI,2020-04-08 18:42:53.135376,-,-,-2.03,0.40%,21.48M,-11.99%,422.51M,-,-2.70,0.00%,10.39M,-32.50%,-33.00M,-,-0.59,27.70%,7.39%,25.85%,-,-,-53.00%,7.56%,1.18,204.49%,1.49,13.20,7.80%,-85.20%,75.33,88.23%,1.51,13.04,-,-111.00%,3.76 - 43.63,34.63%,-,-,-,-,-51.43%,-,-,4.00,-,-,463.56%,4.08,24,4.00,-,-,49.88,15.42% 21.07%,Yes,0.00,-1.00%,-,0.57,19.67,Yes,0.00,Mar 09 BMO,-,651.62K,21.19,1.70,5.67%,-13.20%,64.49%,"283,235",7.73%
 BTEC,2020-04-08 18:43:02.405146,-,-,-,-,-,0.20%,-,-,-,-,-,-14.43%,-,-,-,-,-,-16.92%,-,-,-,-,-,-1.88%,-,-,-,-,-,-6.31%,-,-,-,-,25.34 - 40.75,-18.25%,-,-,-,-,-21.28%,-,-,-,-,-,26.60%,1.58,-,-,-,-,49.45,2.30% 4.03%,No,-,-,-,1.30,31.51,No,-,-,-,3.11K,32.08,-,6.32%,-8.90%,-6.93%,"3,071",1.82%
 BUG,2020-04-08 18:43:11.227353,-,-,-,-,-,-0.16%,-,-,-,-,-,4.12%,-,-,-,-,-,-14.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.02 - 18.46,-10.96%,-,-,-,-,-16.96%,-,-,-,-,-,39.11%,0.63,-,-,-,-,54.37,2.18% 4.32%,No,-,-,-,0.33,14.81,Yes,-,-,-,11.77K,15.33,-,10.45%,-3.28%,-6.88%,"2,968",3.50%
 BUSE,2020-04-08 18:43:19.902793,-,8.76,1.87,3.50%,56.82M,-4.38%,929.58M,8.13,2.01,3.68%,49.05M,-9.46%,103.00M,1.46,0.46,49.40%,0.97%,-39.25%,356.20M,2.61,-7.10%,0.12%,2.95,-33.82%,22.17,0.74,2.49%,1.10%,24.00,-35.57%,9.31,1.76,6.00%,8.50%,11.00 - 28.00,-40.51%,0.88,41.50,11.10%,16.60%,-40.36%,1.19,5.38%,-,26.90%,-,51.82%,1.62,1531,-,19.50%,77.70%,45.01,8.05% 11.61%,Yes,0.21,0.40%,28.90%,0.72,16.36,Yes,0.21,Apr 28 AMC,45.30%,161.37K,16.70,2.40,4.00%,-20.49%,-32.81%,"88,797",2.08%
 BVSN,2020-04-08 18:43:30.620636,-,-,-0.13,32.80%,4.99M,-5.35%,20.31M,-,-,11.65%,1.67M,48.00%,-0.70M,-,-,5.50%,0.11%,64.11%,3.50M,5.80,-109.70%,-,0.04,42.81%,0.54,7.54,-,14.50%,-,186.62%,-,-,-,51.40%,1.05 - 4.37,55.94%,-,-,-4.00%,-486.60%,-7.78%,0.11,-,2.00,-20.20%,83.40%,283.44%,0.44,163,2.00,0.00%,-36.70%,64.06,3.71% 22.33%,No,0.00,95.40%,22.60%,1.05,4.07,Yes,0.00,Apr 13 AMC,0.00%,50.91K,4.03,-,43.83%,41.35%,76.33%,"41,016",-0.98%
 BVXV,2020-04-08 18:43:39.199718,-,-,-4.48,22.93%,10.56M,-0.26%,81.10M,-,-0.07,0.00%,5.29M,7.71%,-31.00M,-,-,4.90%,0.19%,-19.20%,-,-,-95.30%,-,0.24,34.50%,-0.60,-,-,-111.90%,30.00,38.88%,1.97,3.90,-,289.40%,5.20 - 13.50,-17.33%,-,-,-14.60%,-,-41.11%,1.34,-,25.10,-,-,52.88%,0.69,17,25.10,-,-,54.49,4.82% 10.28%,No,-,-494.90%,-,0.30,7.68,Yes,-,Apr 28 BMO,-,40.93K,7.95,-,17.18%,-3.51%,14.75%,"9,403",3.52%
 BWAY,2020-04-08 18:43:59.693079,-,-,-1.01,2.79%,11.13M,-5.16%,83.77M,-,-0.21,-,7.39M,-7.38%,-,-,-0.13,12.62%,0.26%,-24.30%,23.10M,3.63,56.00%,-,1.29,-17.43%,2.18,3.46,52.30%,-,13.44,-,-,-,-,-,5.10 - 12.53,-22.77%,-,-,-,-,-37.27%,-,-,-,-,-,54.12%,0.64,107,-,31.90%,-,49.38,4.57% 7.05%,No,-,-,-,0.10,7.53,No,-,Mar 23 BMO,-,14.71K,7.86,1.50,14.95%,-17.03%,-19.46%,"1,106",4.38%
 BWEN,2020-04-08 18:44:21.011241,-,-,-0.28,5.50%,16.18M,12.86%,25.56M,13.17,0.12,2.95%,14.36M,-5.95%,-4.60M,-,0.02,46.30%,0.04%,-11.73%,178.20M,0.14,81.70%,1.45%,0.13,-5.39%,2.48,0.64,-29.41%,-3.60%,2.75,-5.39%,0.15,10.65,24.00%,-10.80%,1.12 - 2.59,-4.82%,-,9.47,-18.50%,-4.30%,-39.19%,1.43,-,0.40,-4.60%,8.70%,40.63%,0.16,521,0.90,81.30%,-1.30%,57.19,9.56% 12.96%,No,0.36,87.40%,-2.50%,0.32,1.58,Yes,0.03,Feb 27 BMO,-,44.34K,1.58,2.00,18.96%,-4.03%,-9.19%,"10,901",-0.32%
 BWFG,2020-04-08 18:44:30.639651,-,5.91,2.32,14.20%,8.07M,-10.35%,110.40M,7.07,1.94,0.28%,6.18M,-37.22%,18.00M,-,0.39,54.40%,1.37%,-52.03%,82.90M,1.33,4.50%,0.16%,4.25,-50.16%,23.55,0.58,20.19%,1.00%,26.50,-53.78%,10.87,1.26,-,10.10%,12.07 - 30.93,-52.57%,0.56,58.10,24.30%,23.40%,-52.63%,0.97,4.09%,-,18.40%,-,21.38%,1.60,157,-,-7.40%,64.20%,35.68,8.94% 9.57%,No,0.14,7.10%,21.70%,1.02,13.68,Yes,0.14,Apr 27 BMO,22.40%,19.95K,14.65,2.50,-7.86%,-36.26%,-45.15%,"15,501",7.09%
 BWMX,2020-04-08 18:44:39.050499,-,-,-,19.45%,-,-10.75%,-,-,-,-,1.16M,-30.00%,-,-,-,54.43%,-,-29.86%,-,-,-,-,-,-28.74%,-,-,-,-,-,-,-,-,-,-,5.80 - 10.76,-30.14%,-,-,-,-,-27.10%,-,-,-,-,-,35.17%,1.14,684,-,47.20%,-,45.08,11.82% 11.10%,No,-,53.30%,-,0.01,7.14,Yes,-,-,-,23.61K,7.84,-,-7.45%,-16.59%,-20.38%,100,9.80%
 BXRX,2020-04-08 18:44:46.792588,-,-,-3.59,6.20%,9.86M,-3.63%,23.57M,-,-1.29,8.23%,9.78M,-56.94%,-32.60M,-,-1.99,66.00%,19.07%,-65.41%,-,-,-20.60%,28.80%,3.00,-,-,-,62.20%,-,15.00,-,0.00,-,-,-,2.16 - 10.14,-65.46%,-,-,-,-,-75.44%,-,-,0.30,-,-,15.28%,0.62,20,0.30,-,-,32.32,10.52% 17.58%,Yes,-,72.80%,-,1.07,2.39,Yes,-,-,-,621.44K,2.49,1.30,-25.15%,-59.03%,-60.46%,"507,076",4.18%
 BYFC,2020-04-08 18:44:55.647006,-,-,-0.01,4.00%,17.32M,-2.29%,22.17M,-,-,0.00%,7.54M,4.07%,-0.20M,-,-,17.00%,0.17%,-9.86%,16.80M,1.32,-125.30%,-,1.77,-17.95%,1.81,0.71,-,0.00%,-,-14.67%,1.07,1.19,-,-0.40%,1.04 - 2.03,-16.88%,-,2.61,-15.60%,20.40%,-38.37%,1.04,-,-,1.40%,-,20.30%,0.13,62,-,12.80%,62.50%,45.13,7.51% 9.70%,No,0.09,-125.70%,-1.20%,0.03,1.28,Yes,0.09,Mar 11,-,7.45K,1.25,-,-4.66%,-12.14%,-21.19%,144,-2.26%
 BYND,2020-04-08 18:45:05.021143,-,-,-0.30,4.30%,59.82M,1.25%,4.03B,98.29,0.69,-9.62%,50.32M,-23.34%,-12.40M,-,-0.05,37.30%,16.98%,-19.62%,297.90M,13.54,42.60%,-0.61%,0.87,-53.52%,6.23,10.82,172.22%,-3.50%,83.59,-,4.61,14.61,-,-5.20%,45.00 - 239.71,-10.81%,-,-,-,-0.10%,-70.77%,-,-,6.80,-,33.50%,55.71%,7.41,472,8.50,212.70%,-0.10%,45.49,8.02% 10.77%,Yes,0.08,94.30%,-4.20%,0.24,67.43,Yes,0.05,Feb 27 AMC,-,9.78M,70.07,2.80,7.45%,-23.58%,-40.58%,"1,775,273",3.92%
 BYSI,2020-04-08 18:45:14.465101,-,-,-1.62,68.47%,28.30M,0.47%,364.22M,-,-1.79,0.00%,8.79M,5.67%,-38.10M,-,-0.43,7.00%,8.00%,-15.77%,-,-,45.00%,0.05%,13.39,-30.21%,0.81,15.89,-17.00%,-277.00%,30.60,-23.94%,-,-,-,830.20%,9.38 - 24.80,-16.97%,-,-,-,-,-48.39%,-,-,3.60,-,-,36.46%,1.33,52,3.60,-,-,47.76,10.37% 12.10%,No,0.07,43.10%,-,0.14,12.87,Yes,0.07,Apr 28 BMO,-,52.51K,12.80,1.70,3.94%,-12.12%,-20.40%,"5,574",-0.54%
 BZUN,2020-04-08 18:45:23.986292,-,43.34,0.67,1.09%,63.80M,3.47%,1.84B,16.70,1.73,0.00%,57.67M,-4.37%,39.70M,9.72,0.02,83.20%,29.09%,-15.15%,1.03B,1.79,4.50%,-0.19%,13.67,-34.16%,6.23,4.64,39.04%,4.70%,243.69,-31.94%,4.40,6.57,4.46%,11.80%,22.19 - 56.47,-12.71%,-,-,25.70%,6.00%,-48.08%,2.41,-,2.10,35.70%,61.90%,32.13%,2.18,5141,2.40,26.40%,5.10%,54.11,7.36% 9.13%,Yes,0.97,-23.80%,3.90%,0.38,28.91,Yes,0.72,Mar 18 BMO,0.00%,1.23M,29.32,2.10,8.63%,-2.18%,-25.90%,"356,697",1.42%
CAAS,2020-04-08 18:49:46.917199,-,10.68,0.16,62.87%,30.24M,-1.16%,52.01M,17.20,0.10,0.00%,11.61M,-5.58%,5.10M,1.07,0.04,3.10%,0.12%,-45.05%,439.80M,0.12,-87.30%,-,0.44,-11.80%,9.02,0.19,-66.67%,0.80%,3.00,-42.67%,-,-,10.00%,1.80%,1.42 - 4.16,-45.40%,-,-,-39.90%,-0.30%,-58.41%,1.67,-,1.20,3.60%,13.20%,21.40%,0.14,4711,1.50,-10.30%,-0.40%,44.00,6.37% 9.68%,Yes,0.45,1027.10%,1.20%,0.84,1.72,Yes,0.03,May 07 BMO,0.00%,32.91K,1.73,-,4.74%,-16.33%,-26.51%,"21,350",0.59%
 CABA,2020-04-08 18:49:54.769971,-,-,-0.94,3.40%,24.35M,-8.90%,161.93M,-,-2.08,0.00%,20.60M,-47.76%,-22.30M,-,-0.23,67.70%,0.49%,-57.18%,-,-,-71.30%,0.02%,1.64,-,4.86,1.37,-31.60%,-,22.00,-,5.59,1.19,-,-,5.51 - 19.63,-52.40%,-,-,-,-,-63.07%,-,-,44.70,-,-,31.58%,1.18,21,44.70,-,-,39.69,11.17% 16.27%,No,0.00,53.90%,-,0.68,6.65,Yes,0.00,-,-,61.41K,7.25,2.00,-1.85%,-41.33%,-42.68%,"32,230",9.02%
 CAC,2020-04-08 18:50:04.733940,-,8.06,3.70,2.20%,15.83M,-5.25%,471.73M,9.22,3.23,0.05%,14.80M,-15.00%,57.10M,-,0.78,68.20%,2.40%,-34.42%,168.50M,2.80,9.10%,-0.03%,5.60,-30.13%,31.18,0.96,1.89%,1.30%,39.50,-30.78%,5.64,5.28,-,12.20%,27.73 - 48.48,-35.30%,1.32,47.17,11.10%,20.70%,-37.69%,1.08,4.43%,-,13.80%,-,8.93%,2.62,639,-,2.70%,74.00%,42.23,6.67% 8.78%,Yes,0.13,11.90%,33.90%,0.40,29.80,Yes,0.13,Apr 28 BMO,32.40%,63.36K,30.21,3.00,-2.82%,-23.35%,-29.58%,"19,856",1.38%
 CACC,2020-04-08 18:50:14.007193,-,7.55,34.57,13.80%,19.91M,2.12%,5.20B,9.95,26.24,-15.92%,12.60M,-36.65%,656.10M,0.38,4.45,65.70%,13.38%,-39.42%,1.49B,3.49,17.70%,2.88%,7.31,-41.58%,125.57,2.08,24.31%,9.30%,292.00,-42.54%,9.41,27.74,20.03%,29.20%,199.00 - 509.99,-40.97%,-,6.62,23.70%,12.40%,-45.91%,1.13,-,-,15.50%,-,38.63%,35.49,2016,-,12.60%,70.70%,43.44,11.16% 14.04%,Yes,1.93,10.60%,44.10%,1.15,261.12,Yes,1.93,Apr 30 AMC,0.00%,230.52K,275.87,3.70,-3.57%,-26.06%,-36.60%,"206,433",5.65%
 CACG,2020-04-08 18:50:22.974602,-,-,-,-,-,1.41%,-,-,-,-,-,-1.81%,-,-,-,-,-,-15.09%,-,-,-,-,-,-5.97%,-,-,-,-,-,-5.10%,-,-,-,-,24.14 - 37.07,-14.01%,0.19,-,-,-,-17.41%,-,0.64%,-,-,-,26.83%,1.67,-,-,-,-,52.89,3.37% 5.89%,No,-,-,-,0.07,29.62,No,-,-,-,29.58K,30.62,-,8.92%,-4.58%,-6.13%,"1,507",3.35%
 CAKE,2020-04-08 18:50:30.870640,-,5.69,2.87,0.30%,43.77M,-4.33%,715.20M,6.19,2.64,-0.64%,41.75M,-43.67%,127.30M,0.76,0.53,-,23.25%,-58.51%,2.48B,0.29,33.40%,0.04%,4.61,-58.62%,13.09,1.25,37.36%,5.40%,34.81,-66.16%,1.33,12.25,7.54%,23.30%,14.52 - 51.15,-57.95%,1.44,8.48,7.80%,10.50%,-64.88%,1.23,8.81%,0.30,4.70%,77.40%,23.73%,3.10,46250,0.40,18.60%,4.20%,40.11,9.23% 18.73%,Yes,0.51,218.50%,5.10%,2.23,16.34,Yes,0.51,Feb 19 AMC,47.60%,2.11M,17.97,2.70,-1.75%,-40.07%,-53.08%,"3,655,341",9.94%
 CALA,2020-04-08 18:50:40.508753,-,-,-1.97,0.68%,64.25M,29.28%,368.79M,-,-1.34,-,64.24M,2.32%,-89.90M,-,-0.37,81.40%,2.53%,13.21%,-,-,-27.30%,4.50%,3.00,98.62%,2.58,2.22,8.80%,-58.60%,9.60,-14.33%,2.45,2.34,-,-70.70%,2.45 - 8.04,0.53%,-,-,16.50%,-,-21.87%,2.23,-,8.10,-,-,156.39%,0.63,93,8.10,-,-,63.83,10.90% 16.19%,Yes,0.00,22.50%,-,2.28,5.74,Yes,0.00,Mar 11 AMC,-,542.66K,6.28,1.30,46.99%,10.05%,38.27%,"960,901",9.44%
 CALM,2020-04-08 18:51:01.760851,-,-,-1.28,0.60%,47.56M,-12.78%,1.82B,26.22,1.46,0.00%,30.31M,5.30%,-61.80M,-,0.95,74.70%,14.83%,0.70%,1.18B,1.55,-34.80%,0.03%,8.32,-0.65%,19.55,1.96,118.36%,-5.50%,47.25,-9.78%,3.13,12.27,-10.00%,-6.50%,30.74 - 46.65,-10.27%,0.86,-,-13.20%,3.00%,-16.27%,-0.07,2.24%,2.80,-1.10%,6.30%,27.07%,3.15,3490,5.00,-10.00%,-8.90%,49.63,6.68% 9.92%,Yes,0.00,-65.50%,-5.20%,0.74,38.36,Yes,0.00,Mar 30 BMO,-,539.91K,39.06,2.60,-0.18%,3.69%,-3.26%,"310,314",1.82%
